Player,Team,Position,Age,Salary,KoH Team,GP,G,A,PIM,SOG,GWG,PPP,SHP,Hit,Blk,FOW
Alexander Volkov,ANA,RW,23,925000,MIN,37,7,6,6,35,0,1,0,36,26,2
Zach Werenski,CBJ,D,24,7000000,ANH,35,7,13,13,79,1,5,0,21,39,0
Nick Bjugstad,MIN,C,29,5250000,FA,44,6,11,17,78,3,1,0,48,22,125
William Carrier,VGK,LW,26,1000000,FA,52,6,9,16,65,0,0,0,131,13,3
Thomas Chabot,OTT,D,24,7000000,CLS,49,6,25,36,120,1,7,0,68,72,0
Charlie Coyle,BOS,C,29,8000000,FA,51,6,10,20,79,2,2,1,57,24,245
Ryan Donato,SJS,C,25,2150000,ANH,50,6,14,10,104,1,6,0,50,21,27
Matt Duchene,NSH,C,30,8000000,FA,34,6,7,6,73,0,3,0,30,10,162
Mathew Dumba,MIN,D,27,7400000,SK,51,6,15,46,89,1,5,0,74,75,0
Vince Dunn,SEA,D,24,1875000,BOS,43,6,14,18,73,0,7,0,36,51,0
Mattias Ekholm,NSH,D,31,5000000,PHI,48,6,17,14,110,2,2,1,23,46,0
Radek Faksa,DAL,C,27,2500000,FA,55,6,8,30,94,0,2,1,100,45,424
Jesper Fast,CAR,RW,29,1000000,FA,46,6,13,14,38,1,4,0,78,23,13
Valtteri Filppula,DET,C,37,3000000,FA,38,6,9,12,25,1,0,0,9,15,109
Luke Glendening,DET,C,32,1500000,COL,54,6,9,20,67,1,0,0,68,57,523
Barclay Goodrow,NYR,C,28,2500000,BOS,55,6,14,52,72,1,0,0,111,27,162
Derek Grant,ANA,C,31,1250000,FA,46,6,9,25,66,1,0,1,65,40,289
Jordan Greenway,MIN,LW,24,2600000,CLS,56,6,26,49,80,0,1,0,87,28,16
Carl Grundstrom,LAK,LW,23,750000,FA,47,6,5,16,66,3,2,0,104,23,3
Carl Hagelin,WSH,LW,32,2700000,FA,56,6,10,19,85,0,0,1,22,19,3
Garnet Hathaway,WSH,RW,29,1500000,SENS,56,6,12,66,62,0,0,1,179,30,10
Nico Hischier,NJD,C,22,7250000,SK,21,6,5,4,44,0,4,1,11,20,203
Marcus Johansson,MIN,LW,30,4000000,FA,36,6,8,4,46,3,6,0,12,12,32
Joel Kiviranta,DAL,LW,25,925000,MIN,26,6,5,6,31,0,1,0,40,11,1
Josh Leivo,CGY,LW,28,875000,FA,38,6,3,10,50,2,0,0,33,2,3
Isac Lundestrom,ANA,C,21,925000,BOS,41,6,3,14,52,0,0,0,16,19,189
Mikhail Maltsev,COL,LW,23,792500,FA,33,6,3,4,55,0,0,0,26,8,74
Matt Martin,NYI,LW,32,500000,FA,54,6,5,36,68,0,2,0,181,23,3
Tyler Motte,VAN,C,26,1000000,FA,24,6,3,14,40,1,0,0,100,28,12
Tyler Myers,VAN,D,31,7000000,SK,55,6,15,51,109,3,3,2,61,74,0
Jamie Oleksiak,SEA,D,28,3500000,TB,56,6,8,35,84,2,0,0,148,88,0
Tyler Pitlick,CGY,C,29,1300000,FA,38,6,5,16,56,0,1,1,81,41,6
Nicolas Roy,VGK,C,24,750000,TB,50,6,9,14,52,1,0,0,50,23,142
Sam Steel,ANA,C,23,832500,TB,42,6,6,8,42,0,0,0,41,19,237
Chris Tierney,OTT,C,27,4200000,MIN,55,6,13,8,53,3,0,1,23,32,269
Shea Weber,MTL,D,35,6000000,FA,48,6,13,33,104,1,11,0,70,68,0
MacKenzie Weegar,FLA,D,27,3000000,PHI,54,6,30,45,101,1,3,2,118,83,0
Filip Zadina,DET,LW,21,832500,COL,49,6,13,0,97,1,6,0,22,22,5
Rasmus Andersson,CGY,D,24,4050000,SK,56,5,16,34,96,0,6,0,49,68,0
Ivan Barbashev,STL,C,25,1550000,LAK,38,5,7,6,43,1,1,0,49,15,82
Tyler Bertuzzi,DET,LW,26,3500000,TB,9,5,2,4,20,1,4,0,13,3,1
Anders Bjork,BUF,LW,24,1600000,LAK,45,5,6,14,41,0,0,1,48,13,0
Travis Boyd,VAN,C,27,700000,FA,39,5,5,2,23,0,1,0,18,15,75
Tyler Bozak,STL,C,35,4250000,FA,31,5,12,10,35,0,4,3,17,20,217
Paul Byron,MTL,LW,32,2800000,FA,46,5,11,12,44,1,0,1,116,22,11
Erik Cernak,TBL,D,24,2950000,MTL,46,5,13,38,85,0,0,0,98,46,0
Andrew Cogliano,DAL,C,34,3250000,FA,54,5,6,24,88,0,0,1,79,24,4
Nick Cousins,NSH,C,28,1000000,FA,52,5,13,41,60,1,4,0,48,16,19
Rasmus Dahlin,BUF,D,21,925000,ANH,56,5,18,26,115,0,11,0,80,45,0
Phillip Danault,MTL,C,28,3000000,FA,53,5,19,24,73,0,0,1,76,28,476
Jake DeBrusk,BOS,LW,24,4850000,SK,42,5,9,6,92,1,3,0,33,20,6
Nicolas Deslauriers,ANA,LW,30,1000000,FA,49,5,5,53,65,2,0,0,136,20,1
Ryan Ellis,PHI,D,30,7700000,CLS,35,5,13,10,75,0,4,0,21,63,0
Gustav Forsling,FLA,D,25,700000,FA,43,5,12,8,94,0,4,0,30,42,0
Cam Fowler,ANA,D,29,4750000,FA,56,5,18,18,75,1,4,0,27,36,0
Adam Fox,NYR,D,23,925000,NSH,55,5,42,14,102,1,23,2,23,102,0
Alex Galchenyuk,TOR,C,27,1050000,FA,34,5,8,20,62,0,1,0,44,10,3
Dylan Gambrell,SJS,C,24,700000,FA,49,5,7,13,48,1,0,1,77,54,279
Adam Gaudette,CHI,C,24,950000,FA,40,5,6,12,66,0,3,0,16,22,53
Ryan Getzlaf,ANA,C,36,6000000,ANH,48,5,12,43,70,1,4,0,66,46,350
Samuel Girard,COL,D,23,5000000,CLS,48,5,27,16,79,0,9,0,31,52,0
Noah Gregor,SJS,C,22,785000,FA,30,5,1,6,60,0,0,0,47,19,21
Matt Grzelcyk,BOS,D,27,4000000,CHI,37,5,15,22,80,1,7,0,19,34,0
Nicolas Hague,VGK,D,22,925000,VAN,52,5,12,31,78,0,0,0,94,65,0
Tanner Jeannot,NSH,LW,24,730000,FA,15,5,2,2,23,0,0,2,53,7,1
Andreas Johnsson,NJD,LW,26,2500000,VAN,50,5,6,12,65,0,1,0,39,17,11
Seth Jones,CHI,D,26,5400000,LAK,56,5,23,26,141,1,8,0,102,101,0
Jesperi Kotkaniemi,MTL,C,21,925000,LAK,56,5,15,12,87,1,4,0,84,27,263
Trevor Lewis,WPG,C,34,500000,FA,56,5,5,2,68,1,0,2,71,22,11
Esa Lindell,DAL,D,27,7000000,TB,56,5,11,19,100,0,2,1,114,104,0
Michael Matheson,PIT,D,27,3500000,FA,44,5,11,28,86,1,1,0,41,40,0
Charlie McAvoy,BOS,D,23,7300000,COL,51,5,25,38,92,0,8,1,65,80,0
K'Andre Miller,NYR,D,21,925000,NSH,53,5,7,20,62,1,1,1,93,77,0
James Neal,EDM,LW,33,5750000,FA,29,5,5,11,51,0,3,0,26,6,2
Matt Nieto,SJS,LW,28,700000,FA,28,5,2,4,45,0,0,0,25,19,4
Nicholas Paul,OTT,LW,26,1500000,VAN,56,5,15,19,105,0,2,4,74,35,219
Tobias Rieder,BUF,RW,28,700000,FA,44,5,2,2,63,0,0,0,21,34,1
Morgan Rielly,TOR,D,27,5000000,SENS,55,5,30,14,101,1,12,1,63,61,0
Arttu Ruotsalainen,BUF,C,23,925000,FA,17,5,1,8,28,0,0,0,16,4,4
Colton Sceviour,PIT,C,32,1200000,FA,46,5,5,2,53,0,0,0,64,28,5
Nate Schmidt,VAN,D,30,6100000,FA,54,5,10,4,76,1,0,1,15,72,0
Devin Shore,EDM,C,27,500000,FA,38,5,4,6,27,1,0,1,73,26,57
Brendan Smith,NYR,D,32,3350000,FA,48,5,5,73,58,0,0,0,84,41,0
Eric Staal,MTL,C,36,3000000,FA,53,5,8,10,82,1,3,0,23,15,268
Kevin Stenlund,CBJ,C,24,1050000,VAN,32,5,5,8,42,1,1,0,17,13,103
P.K. Subban,NJD,D,32,8000000,FA,44,5,14,26,99,0,5,0,41,46,0
Teuvo Teravainen,CAR,LW,26,5875000,PHI,21,5,10,4,49,2,2,0,8,9,13
Joe Thornton,TOR,C,42,700000,FA,44,5,15,14,42,0,5,0,32,10,39
Yakov Trenin,NSH,C,24,750000,LAK,45,5,6,22,62,0,0,0,94,21,4
Jimmy Vesey,VAN,LW,28,900000,FA,50,5,5,10,58,1,0,1,38,19,3
Jake Virtanen,VAN,RW,24,3400000,SK,38,5,0,41,50,1,1,0,83,12,9
Sean Walker,LAK,D,26,2000000,FA,47,5,13,18,92,0,1,0,43,72,0
Noel Acciari,FLA,C,29,1500000,BOS,41,4,7,9,68,1,3,1,91,63,272
Wade Allison,PHI,RW,23,925000,ANH,14,4,3,4,24,1,1,0,28,10,0
Jesper Boqvist,NJD,C,22,925000,MIN,28,4,3,2,34,1,0,0,15,10,28
Adam Brooks,TOR,C,25,750000,MIN,11,4,1,0,10,0,1,1,14,2,7
Ryan Carpenter,CHI,C,30,1000000,FA,40,4,1,19,51,0,1,1,78,17,61
Cole Caufield,MTL,RW,20,925000,ANH,10,4,1,2,30,2,0,0,3,0,0
Cody Ceci,PIT,D,27,1250000,FA,53,4,13,10,58,1,0,0,74,70,0
Kyle Clifford,STL,LW,30,700000,FA,50,4,3,30,65,0,0,1,69,17,6
Cal Clutterbuck,NYI,RW,33,2500000,FA,50,4,7,10,50,1,0,1,191,23,0
Blake Comeau,DAL,LW,35,2000000,FA,51,4,10,37,76,0,0,2,106,18,53
Dylan Cozens,BUF,C,20,925000,CHI,41,4,9,16,62,0,1,0,30,11,96
Lawson Crouse,ARI,LW,24,2250000,NSH,51,4,9,46,70,0,2,0,155,30,20
Danny DeKeyser,DET,D,31,4500000,FA,47,4,8,18,43,0,0,0,44,81,0
Michael Del Zotto,CBJ,D,31,750000,FA,53,4,9,8,77,0,0,0,125,54,0
Brian Dumoulin,PIT,D,29,4100000,FA,41,4,10,12,50,0,0,1,63,55,0
Alex Formenton,OTT,LW,21,750000,SK,20,4,2,6,27,0,0,1,23,8,1
Trent Frederic,BOS,C,23,950000,SK,42,4,1,65,44,3,0,0,61,15,37
Cody Glass,NSH,C,22,832500,FA,27,4,6,8,28,0,5,0,10,9,110
Mikhail Grigorenko,(N/A),RW,27,1200000,FA,32,4,8,6,36,1,0,0,14,17,9
Nikita Gusev,FLA,LW,29,1000000,LAK,31,4,6,2,72,0,2,0,4,1,0
Noah Hanifin,CGY,D,24,4950000,SK,47,4,11,18,89,1,3,0,28,40,0
Vinnie Hinostroza,CHI,C,27,1000000,FA,26,4,8,8,33,0,0,0,37,3,3
Mark Jankowski,PIT,C,26,700000,FA,45,4,7,6,35,0,0,0,35,21,151
Wyatt Kalynuk,CHI,D,24,925000,MTL,21,4,5,4,26,0,0,0,25,21,0
Duncan Keith,EDM,D,38,2100000,TB,54,4,11,30,110,1,6,0,33,91,0
Sean Kuraly,BOS,C,28,1050000,SENS,47,4,5,20,88,2,0,1,99,21,229
Juho Lammikko,FLA,RW,25,725000,TB,44,4,1,10,43,0,0,1,50,16,124
Adam Larsson,SEA,D,28,2500000,TB,56,4,6,24,52,0,0,0,166,128,1
Brendan Lemieux,LAK,LW,25,1650000,CLS,49,4,7,73,50,1,0,0,109,26,6
Patrick Marleau,SJS,C,41,700000,FA,56,4,5,10,54,0,2,0,40,19,141
Pat Maroon,TBL,LW,33,1000000,BOS,55,4,14,60,46,0,4,0,75,6,2
Jordan Martinook,CAR,LW,29,2150000,FA,44,4,9,25,62,1,0,1,90,20,78
Ryan McDonagh,TBL,D,32,5460000,FA,50,4,8,14,85,0,0,0,69,96,0
Colin Miller,BUF,D,28,3875000,FA,48,4,8,27,64,0,4,0,91,51,0
Josh Morrissey,WPG,D,26,8000000,COL,56,4,17,25,116,0,9,0,78,86,0
Jake Muzzin,TOR,D,32,8000000,FA,53,4,23,29,103,0,2,1,101,94,0
Richard Panik,NYI,RW,30,3200000,FA,48,4,9,18,59,0,1,0,70,21,6
Cedric Paquette,CAR,C,27,1650000,FA,47,4,4,21,33,0,0,0,136,26,33
Nolan Patrick,VGK,C,22,874125,TB,52,4,5,20,49,0,3,0,45,18,226
Adam Pelech,NYI,D,26,2500000,FA,56,4,10,18,82,0,0,2,66,73,0
Brett Pesce,CAR,D,26,4025000,FA,55,4,21,20,89,0,5,0,17,82,0
Alexander Radulov,DAL,RW,35,4650000,CHI,11,4,8,6,25,0,6,0,4,5,1
Michael Raffl,WSH,LW,32,1400000,FA,44,4,7,33,50,3,0,0,71,28,32
Rasmus Ristolainen,PHI,D,26,5400000,MIN,49,4,14,36,73,0,7,0,193,68,0
Brett Ritchie,CGY,RW,28,500000,FA,32,4,4,24,36,0,0,0,97,6,3
Mikhail Sergachev,TBL,D,23,4800000,TB,56,4,26,30,108,1,8,0,66,73,0
Riley Sheahan,BUF,C,29,500000,FA,53,4,9,8,44,0,0,1,17,15,256
Oskar Sundqvist,STL,C,27,2250000,FA,28,4,5,14,32,0,3,0,50,25,115
Vladimir Tarasenko,STL,RW,29,9500000,FA,24,4,10,0,65,0,6,0,30,15,0
Alexandre Texier,CBJ,C,21,925000,TB,49,4,11,22,75,0,0,0,49,19,128
Austin Wagner,LAK,LW,24,900000,FA,44,4,4,15,67,1,0,0,97,10,0
Nikita Zaitsev,OTT,D,29,4500000,MIN,55,4,13,26,70,1,0,1,114,110,0
Lias Andersson,LAK,C,22,925000,FA,23,3,3,12,23,0,0,0,8,9,20
Nicolas Aube-Kubel,PHI,RW,25,1125000,CLS,50,3,9,44,53,0,0,0,120,16,2
David Backes,ANA,RW,37,4000000,FA,15,3,1,4,30,1,0,0,31,16,81
Alexander Barabanov,SJS,LW,27,1000000,MTL,22,3,5,6,23,1,1,0,7,14,0
Alex Barre-Boulet,TBL,C,24,777777,CLS,15,3,0,0,26,0,2,0,8,5,1
Nathan Bastian,SEA,RW,23,775000,SENS,41,3,7,21,46,0,0,0,136,25,12
Kieffer Bellows,NYI,LW,23,832500,SK,14,3,0,4,19,1,0,0,36,5,2
Emil Bemstrom,CBJ,RW,22,925000,TB,20,3,2,0,28,0,1,0,15,8,0
Drake Caggiula,BUF,C,27,700000,FA,38,3,7,19,46,0,0,0,64,9,5
Brandon Carlo,BOS,D,24,2500000,SENS,28,3,1,12,43,1,0,0,38,35,0
Dylan Coghlan,VGK,D,23,700000,FA,29,3,3,2,31,0,0,0,29,16,0
Brett Connolly,CHI,RW,29,3500000,SENS,31,3,3,4,26,0,1,0,44,8,4
Ty Dellandrea,DAL,C,21,832500,CHI,26,3,2,23,31,0,3,0,47,10,45
Noah Dobson,NYI,D,21,832500,MTL,46,3,11,8,69,0,5,0,40,59,0
Jamie Drysdale,ANA,D,19,925000,MTL,24,3,5,6,28,0,1,0,7,23,0
Cody Eakin,BUF,C,30,2000000,FA,46,3,4,14,39,0,0,0,33,20,271
Joel Edmundson,MTL,D,28,3500000,MIN,55,3,10,25,77,0,0,0,98,75,0
Oliver Ekman-Larsson,VAN,D,30,10500000,FA,46,3,21,32,83,0,14,0,72,26,0
Tyler Ennis,EDM,LW,31,1000000,SENS,30,3,6,6,38,2,0,0,43,6,6
Jake Evans,MTL,C,25,700000,FA,47,3,10,29,55,0,0,2,79,26,203
Christian Fischer,ARI,RW,24,874125,FA,52,3,8,6,47,0,1,0,148,27,12
Haydn Fleury,SEA,D,25,1050000,FA,47,3,1,8,62,0,0,0,63,55,0
Morgan Geekie,SEA,C,23,780000,FA,36,3,6,10,30,0,2,0,28,6,74
Alex Goligoski,ARI,D,35,4000000,MIN,56,3,19,14,72,0,7,0,76,108,0
Tyler Graovac,VAN,C,28,700000,FA,14,3,1,6,17,0,1,0,13,5,42
Travis Hamonic,VAN,D,30,1250000,FA,38,3,7,39,79,0,0,0,48,81,0
Darren Helm,DET,LW,34,3000000,FA,47,3,5,10,83,0,0,0,39,20,6
Matthew Highmore,VAN,C,25,700000,FA,42,3,4,8,40,1,0,0,43,21,5
Quinn Hughes,VAN,D,21,925000,NSH,56,3,38,22,98,0,19,0,18,43,0
Dryden Hunt,ARI,LW,25,700000,FA,26,3,5,4,39,0,0,0,94,5,4
Henri Jokiharju,BUF,D,22,925000,FA,46,3,5,4,50,0,0,0,47,53,0
Tanner Kero,DAL,C,29,775000,FA,39,3,7,6,39,2,2,0,31,14,24
Jujhar Khaira,EDM,C,26,1300000,VAN,40,3,8,42,41,2,0,0,151,21,171
Keegan Kolesar,VGK,RW,24,700000,FA,44,3,10,30,46,0,0,0,107,15,62
John Leonard,SJS,LW,22,925000,FA,44,3,10,2,59,0,1,0,25,17,0
Blake Lizotte,LAK,C,23,925000,FA,41,3,7,16,42,0,0,0,32,21,180
Eetu Luostarinen,FLA,C,22,925000,COL,44,3,5,12,34,1,0,0,55,25,191
John Marino,PIT,D,24,1750000,ANH,52,3,10,8,56,1,4,1,48,50,0
Ian Mitchell,CHI,D,22,925000,SK,39,3,4,14,23,0,0,0,18,37,0
Connor Murphy,CHI,D,28,4000000,LAK,50,3,12,35,78,1,1,1,102,123,0
Patrik Nemeth,COL,D,29,2800000,FA,52,3,7,20,53,0,0,0,87,67,0
Logan O'Connor,COL,RW,24,700000,FA,22,3,2,6,37,0,0,0,29,12,2
Mathieu Olivier,NSH,RW,24,730000,FA,30,3,2,70,25,0,1,0,62,19,4
Neal Pionk,WPG,D,25,3150000,NSH,54,3,29,20,100,0,10,0,137,74,0
Mark Pysyk,DAL,D,29,750000,FA,36,3,1,20,51,0,0,0,36,16,0
Michael Rasmussen,DET,C,22,1000000,BOS,40,3,9,26,62,1,2,0,72,28,134
Travis Sanheim,PHI,D,25,3250000,BOS,55,3,12,23,100,1,0,0,48,73,0
Marco Scandella,STL,D,31,2700000,FA,49,3,6,24,55,1,0,1,60,64,0
Justin Schultz,WSH,D,31,3000000,FA,46,3,24,10,67,1,8,0,28,49,0
Andrej Sekera,DAL,D,35,1500000,FA,46,3,2,4,33,0,0,0,47,62,0
Damon Severson,NJD,D,26,5050000,BOS,56,3,18,29,91,0,4,1,57,50,0
Brady Skjei,CAR,D,27,4200000,FA,52,3,7,30,104,1,0,1,66,62,0
Jaccob Slavin,CAR,D,27,5300000,CHI,52,3,12,2,101,0,1,1,35,87,0
Marc Staal,DET,D,34,4200000,FA,56,3,7,20,53,0,0,0,58,45,0
Troy Stecher,DET,D,27,1200000,FA,44,3,8,12,55,0,0,0,33,46,0
Anton Stralman,FLA,D,34,5500000,FA,38,3,6,8,38,0,0,0,37,30,0
Ryan Suter,(N/A),D,36,8000000,FA,56,3,16,12,86,0,6,0,38,65,0
Evgeny Svechnikov,DET,LW,24,874125,MIN,22,3,5,10,21,1,2,0,20,6,1
Robert Thomas,STL,C,22,832500,CHI,33,3,9,10,22,1,0,0,5,11,112
Austin Watson,OTT,LW,29,1500000,VAN,34,3,7,40,41,0,0,1,100,49,6
Keith Yandle,(N/A),D,34,5250000,FA,56,3,24,38,113,1,18,0,18,27,0
Trevor Zegras,ANA,C,20,925000,LAK,24,3,10,12,53,0,0,0,7,4,42
Artem Zub,OTT,D,25,1750000,NSH,47,3,11,26,39,1,0,0,89,70,0
Anthony Angello,PIT,RW,25,700000,FA,19,2,2,8,19,0,1,0,51,2,0
Artem Anisimov,OTT,C,33,3000000,FA,19,2,7,2,30,0,1,0,9,9,36
Ethan Bear,EDM,D,24,2500000,CLS,43,2,6,14,53,1,0,0,31,55,0
Nicolas Beaudin,CHI,D,21,832500,SK,19,2,4,2,7,0,1,0,14,21,0
Adam Boqvist,CBJ,D,20,832500,TB,35,2,14,14,39,0,8,0,29,29,0
Evan Bouchard,EDM,D,21,832500,VAN,14,2,3,2,38,0,1,0,11,11,0
Erik Brannstrom,OTT,D,21,925000,ANH,30,2,11,25,42,0,3,0,26,18,0
Sam Carrick,ANA,C,27,700000,FA,13,2,4,28,23,0,1,0,29,3,33
Zdeno Chara,WSH,D,44,795000,FA,55,2,8,44,67,0,0,0,88,67,0
Kirby Dach,CHI,C,20,925000,VAN,18,2,8,4,26,0,1,0,7,12,77
Zac Dalpe,CBJ,C,31,750000,FA,12,2,1,0,22,0,0,0,11,8,18
Travis Dermott,TOR,D,24,1250000,COL,51,2,4,19,36,0,0,0,44,35,0
Brenden Dillon,WSH,D,30,3100000,SENS,56,2,17,49,51,0,1,1,143,61,0
Christian Djoos,DET,D,26,1000000,FA,36,2,9,14,39,0,4,0,10,26,0
Jonathan Drouin,MTL,LW,26,5500000,ANH,44,2,21,20,76,0,5,0,42,7,21
Jack Eichel,BUF,C,24,10000000,COL,21,2,16,6,61,1,9,0,20,15,195
Dante Fabbro,NSH,D,23,925000,MIN,40,2,10,23,59,1,2,0,32,57,0
Derek Forbort,WPG,D,29,1000000,CLS,56,2,10,35,67,0,0,0,80,115,0
Mark Friedman,PIT,D,25,700000,FA,9,2,1,9,9,0,0,0,14,7,0
Frederick Gaudreau,PIT,C,28,700000,FA,19,2,8,2,20,0,0,1,9,9,87
Julien Gauthier,NYR,RW,23,775000,MIN,30,2,6,14,38,0,0,0,56,9,4
Vladislav Gavrikov,CBJ,D,25,2550000,FA,55,2,10,14,48,1,0,0,69,77,0
Ryan Graves,NJD,D,26,3000000,PHI,54,2,13,55,101,0,0,0,77,91,0
Radko Gudas,FLA,D,31,2500000,VAN,54,2,9,40,84,1,0,0,250,72,0
Gaetan Haas,EDM,C,29,915000,FA,34,2,1,10,24,1,0,0,31,29,139
Robert Hagg,BUF,D,26,1700000,VAN,34,2,3,18,29,0,0,0,100,31,0
Libor Hajek,NYR,D,23,832500,FA,44,2,2,10,33,1,0,0,26,48,0
Jani Hakanpaa,CAR,D,29,750000,MTL,57,2,2,35,54,1,0,1,215,83,0
Jayce Hawryluk,VAN,C,25,800000,FA,30,2,3,9,18,1,0,0,43,11,1
John Hayden,ARI,RW,26,750000,FA,29,2,3,37,21,2,0,0,84,16,4
Barrett Hayton,ARI,C,21,832500,SENS,14,2,1,0,10,0,0,0,15,3,40
Justin Holl,TOR,D,29,2000000,BOS,55,2,18,25,57,1,0,1,82,84,0
Filip Hronek,DET,D,23,700000,MTL,56,2,24,16,114,0,11,0,67,46,0
Jan Jenik,ARI,RW,20,842500,VAN,2,2,0,0,3,0,0,0,2,0,12
Nick Jensen,WSH,D,30,3000000,LAK,53,2,12,14,60,0,0,0,56,65,0
Olli Juolevi,VAN,D,23,832500,BOS,23,2,1,0,24,0,0,0,23,30,0
Steven Kampfer,BOS,D,32,500000,FA,20,2,3,4,28,0,1,0,20,24,0
Zack Kassian,EDM,RW,30,3500000,COL,27,2,3,15,18,0,0,0,73,3,0
Nikolai Knyzhov,SJS,D,23,780000,FA,56,2,8,39,51,1,0,0,84,54,0
Vitali Kravtsov,NYR,RW,21,925000,COL,20,2,2,4,23,0,0,0,7,6,0
Torey Krug,STL,D,30,4000000,LAK,51,2,30,25,111,0,13,0,51,57,0
Karson Kuhlman,BOS,RW,25,700000,FA,20,2,0,0,31,0,0,0,27,4,2
Brett Kulak,MTL,D,27,1400000,FA,46,2,6,20,57,0,0,0,28,54,0
Joel L'Esperance,DAL,C,25,700000,FA,12,2,0,2,8,1,0,0,16,0,7
Nick Leddy,DET,D,30,6500000,FA,56,2,29,8,79,1,11,0,58,54,0
Hampus Lindholm,ANA,D,27,6750000,SENS,18,2,4,16,29,0,1,0,9,19,0
Ryan Lomberg,FLA,LW,26,700000,FA,34,2,2,67,47,0,0,0,90,10,0
Steven Lorentz,CAR,C,25,700000,FA,45,2,6,8,40,1,0,0,47,16,158
Kurtis MacDermid,SEA,D,27,850000,FA,28,2,2,36,16,0,0,0,46,35,0
Mason Marchment,FLA,LW,26,700000,FA,33,2,8,18,50,0,0,0,73,8,13
Scott Mayfield,NYI,D,28,1750000,BOS,56,2,13,38,79,0,0,0,76,108,0
Max McCormick,CAR,LW,29,700000,FA,12,2,1,9,5,0,0,0,16,2,1
Brayden McNabb,VGK,D,30,2000000,ANH,41,2,6,16,39,0,0,0,98,76,0
Nick Merkley,NJD,RW,24,874125,FA,27,2,8,7,38,0,1,0,28,5,2
Riley Nash,TOR,C,32,2750000,FA,37,2,5,4,40,1,0,0,33,21,162
Kyle Okposo,BUF,RW,33,6000000,FA,35,2,11,0,45,0,0,2,29,14,26
Colton Parayko,STL,D,28,5625000,FA,32,2,10,14,60,0,0,0,35,64,0
Marcus Pettersson,PIT,D,25,4025175,FA,47,2,7,22,46,0,0,0,51,39,0
Ryan Pulock,NYI,D,26,6000000,COL,56,2,15,8,121,1,1,0,97,106,0
Matt Roy,LAK,D,26,2000000,BOS,44,2,8,8,57,0,1,1,61,67,0
Derek Ryan,CGY,C,34,3125000,FA,43,2,11,16,37,0,0,0,13,21,153
Luke Schenn,TBL,D,31,800000,FA,38,2,2,51,43,0,0,0,99,17,0
Tyler Seguin,DAL,C,29,13000000,ANH,3,2,0,0,8,0,0,0,8,1,19
Kevin Shattenkirk,ANA,D,32,4250000,LAK,55,2,13,28,93,0,5,0,57,58,0
Dylan Sikura,VGK,RW,26,800000,FA,6,2,0,0,8,0,0,0,3,1,0
Radim Simek,SJS,D,28,2450000,FA,40,2,4,15,26,0,0,0,76,49,0
Ty Smith,NJD,D,21,832500,NSH,48,2,21,22,69,0,7,0,32,35,0
Michael Stone,CGY,D,31,500000,FA,21,2,2,6,41,0,0,0,24,27,0
Christopher Tanev,CGY,D,31,3500000,FA,56,2,10,6,66,0,0,0,33,107,0
Nate Thompson,WPG,C,36,750000,FA,44,2,3,4,20,1,0,1,60,20,143
Jacob Trouba,NYR,D,27,8000000,NSH,38,2,10,22,70,1,1,0,111,84,0
Kyle Turris,EDM,C,31,2200000,LAK,27,2,3,10,27,0,0,0,16,8,97
Juuso Valimaki,CGY,D,22,832500,CLS,49,2,9,26,72,0,0,0,28,60,0
Sami Vatanen,DAL,D,30,2000000,FA,39,2,4,20,55,0,0,0,27,49,0
Chris Wagner,BOS,RW,30,1525000,FA,41,2,3,24,57,0,0,1,75,21,41
Zach Whitecloud,VGK,D,24,750000,COL,51,2,10,24,54,1,0,0,85,75,0
Radim Zohorna,PIT,LW,25,792500,FA,8,2,2,4,8,1,1,0,7,0,5
Sebastian Aho,NYI,D,25,700000,FA,3,1,1,2,4,0,0,0,1,2,0
Mikey Anderson,LAK,D,22,925000,CHI,54,1,10,30,52,1,0,2,66,74,0
Morgan Barron,NYR,C,22,925000,BOS,5,1,0,2,3,0,0,0,12,2,9
Gavin Bayreuther,SEA,D,27,500000,FA,9,1,0,7,16,0,0,0,12,4,0
Jay Beagle,ARI,C,35,2200000,FA,30,1,4,8,21,0,0,0,34,8,173
Jake Bean,CBJ,D,23,832500,SENS,42,1,11,10,55,0,5,0,17,21,0
Jordie Benn,WPG,D,33,1600000,FA,39,1,9,9,45,0,0,0,19,51,0
Matt Benning,NSH,D,27,1000000,FA,53,1,3,30,43,0,0,1,55,53,0
Anthony Bitetto,NYR,D,31,725000,FA,14,1,3,20,12,0,1,0,21,10,0
Tobias Bjornfot,LAK,D,20,925000,MIN,33,1,5,14,30,0,0,0,28,34,0
Joachim Blichfeld,SJS,RW,23,700000,FA,5,1,0,12,3,0,0,0,2,2,0
Anton Blidh,BOS,LW,26,700000,FA,11,1,0,6,10,0,0,0,25,4,0
Robert Bortuzzo,STL,D,32,1375000,FA,40,1,4,47,31,1,0,0,85,49,0
Justin Braun,PHI,D,34,1800000,FA,53,1,5,18,59,0,0,0,78,73,0
T.J. Brodie,TOR,D,31,2500000,FA,56,1,13,12,48,0,3,0,34,84,0
Jonny Brodzinski,NYR,RW,28,700000,FA,5,1,0,4,7,0,0,0,4,2,0
Mathias Brome,DET,LW,26,925000,FA,26,1,1,8,22,1,0,0,19,7,1
Jacob Bryson,BUF,D,23,925000,FA,38,1,8,12,24,0,1,2,32,43,0
